228074,4
228106,3
228358,1
228373,2
228775,4
228775,3
229423,1
229423,2
229823,3
230024,4
230507,1
230924,1
230924,2
231325,4
231742,4
231824,4
231907,4
231996,4
232091,4
232224,1
232424,1
233091,4
233991,3
234191,3
234826,4
235276,1
235493,4
235711,2
236113,3
236349,1
236367,4
236767,4
236783,1
237350,3
238250,1
238534,4
238751,3
239151,2
239785,4
240267,1
240484,2
240869,4
241285,4
241517,3
241935,4
242184,1
242635,3
243052,3
243285,4
243719,1
243935,2
244352,3
244769,4
245202,1
245386,1
246052,4
246285,4
246903,3
247136,3
247752,2
248019,2
248485,1
249085,2
249352,3
249536,4
249953,3
250186,4
250585,3
